strassenschlüssel,strassenname,stadtteilschlüssel,stadtteilname,stadtviertelschlüssel,stadtviertelname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
1023,Friedlandstr.,904,Holweide,90401.0,Holweide-West,51067,0001,0021,0002,0096
4578,Friedrich-Ebert-Platz,706,Porz,70601.0,Porz-Mitte,51143,0001,0027,0002,0022
4579,Friedrich-Ebert-Str.,208,Rodenkirchen,20806.0,Schillingsrott,50996,0001a,0049,0002,0032
4580,Friedrich-Ebert-Ufer,706,Porz,70601.0,Porz-Mitte,51143,,,0018,0116
4580,Friedrich-Ebert-Ufer,706,Porz, , ,51143,0049,0049,,
3446,Friedrich-Engels-Str.,302,Sülz,30203.0,Beethovenpark,50937,0001,0007,,
4581,Friedrich-Hirsch-Str.,708,Elsdorf,70801.0,Elsdorf,51145,0001,0007,0002,0018
1024,Friedrich-Karl-Str.,502,Mauenheim,50202.0,Grüner Hof,50739,0001,0025,,
1024,Friedrich-Karl-Str.,502,Mauenheim,50203.0,Mauenheim,50739,,,0002,0032
1024,Friedrich-Karl-Str.,505,Weidenpesch,50501.0,Rennbahn-Viertel,50737,0029,0079,0032a,0064
1024,Friedrich-Karl-Str.,504,Niehl,50408.0,Siedlung Drosselweg,50735,0091,0099,,
1024,Friedrich-Karl-Str.,504,Niehl,50401.0,Siedlung Gelsenkirchener Str.,50735,,,0100,0270
1024,Friedrich-Karl-Str.,504,Niehl,50403.0,Wohnpark Niehl,50735,0101,0245,,
1024,Friedrich-Karl-Str.,504,Niehl,50407.0,Ford-Siedlung,50735,0249,0253,,
1024,Friedrich-Karl-Str.,504,Niehl,50409.0,GE Niehl,50735,0255,0261,,
1025,Friedrich-Moritz-Str.,303,Lindenthal,30305.0,Deckstein,50935,0001,0003,0002,0004
5803,Friedrich-Naumann-Str.,705,Eil,70503.0,GE Eil,51145,0001,0009,0004,0010
5803,Friedrich-Naumann-Str.,705,Eil,70502.0,Eil,51145,,,0020,0050
3802,Friedrich-Otto-Schott-Str.,601,Merkenich, , ,50769,,,,
1026,Friedrich-Schmidt-Str.,303,Lindenthal,30306.0,Melaten,50931,0001,0039,0004,0018g
1026,Friedrich-Schmidt-Str.,303,Lindenthal,30306.0,Melaten,50935,0051,0059,0020,0028a
1026,Friedrich-Schmidt-Str.,304,Braunsfeld,30402.0,Baumeister-Viertel,50933,0087,0099,0030,0072
1027,Friedrichshafer Str.,507,Bilderstöckchen,50703.0,Parkgürtel-Süd,50739,0001,0001,,
4582,Friedrichshof,206,Rondorf,20606.0,Giesdorf,50997,,,0000,
1028,Friedrichstr.,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0001,0007,0002,0012
1028,Friedrichstr.,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50676,0055,0063,0034,0060
4583,Friedrichstr. (Porz),706,Porz,70601.0,Porz-Mitte,51143,0001,0077,0002,0038
1029,Friesenplatz,104,Neustadt/Nord,10401.0,Belgisches Viertel,50672,0001,0025a,,
1029,Friesenplatz,104,Neustadt/Nord,10402.0,Stadtgarten-Viertel,50672,,,0002,0016
1030,Friesenstr.,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0005,0087,0002,0082
1030,Friesenstr.,103,Altstadt/Nord,10309.0,Apostel-Viertel,50670,0089,0099,,
1031,Friesenwall,103,Altstadt/Nord,10309.0,Apostel-Viertel,50672,0001,0057,0014,0104
1031,Friesenwall,103,Altstadt/Nord,10303.0,Gereons-Viertel,50672,0077,0081,0116,0130
1032,Friesheimer Str.,205,Zollstock,20502.0,Siedlung Südfriedhof,50969,0001,0011,0002,0012
3467,Frimmersdorfer Weg,604,Heimersdorf,60401.0,Heimersdorf-Nord,50767,0003,0015,0002,0006
3930,Fritz-Eink-Weg,301,Klettenberg,30101.0,Klettenberg,50939,,,,
3206,Fritz-Encke-Volkspark,204,Raderthal, , ,50968,,,,
1033,Fritz-Erler-Str.,603,Seeberg,60301.0,Seeberg-Nord,50769,0001,0019,0002,0018
1034,Fritz-Figge-Str.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,0001,0013,0002,0012
1035,Fritz-Haber-Str.,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0019,0002,0044
1036,Fritz-Hecker-Str.,205,Zollstock,20503.0,Vorgebirgspark,50968,0061,0079,0064,0112
1036,Fritz-Hecker-Str.,205,Zollstock,20503.0,Vorgebirgspark,50969,0109,0113,,
1037,Fritz-Hönig-Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0001,0007,0002,0010
1038,Fritz-Lehmann-Str.,901,Mülheim,90110.0,Böcking-Siedlung,51063,0003,0017,0002,0012
1394,Fritz-Reuter-Str.,201,Bayenthal,20104.0,GE Bayenthal,50968,0001,0003,0002,0018
1039,Fritz-Schröder-Weg,305,Müngersdorf,30502.0,Stadion,50933,,,0002,0002
1040,Fritz-Schu-Str.,807,Brück,80701.0,Brück,51109,0001,0027,,
1041,Fritz-Voigt-Str.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,0001,0003,0002,0010
3836,Fritz-Wacker-Str.,605,Lindweiler, , ,50767,,,,
3836,Fritz-Wacker-Str.,608,Volkhoven/Weiler, , ,50765,,,,
1042,Frixheimer Str.,604,Heimersdorf,60401.0,Heimersdorf-Nord,50767,0001,0039,0002,0024
1043,Fröbelplatz,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0005,0017,,
1044,Fröbelstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0015,0057,0002,0056
4585,Fröbelstr. (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0261,0006,0104
1046,Frohngasse,503,Riehl,50305.0,Niederländer-Viertel,50735,,,0018,0018
4586,Frohnhofplatz,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0005,0002,0006
1047,Frohnhofstr.,406,Ossendorf,40601.0,Ossendorf,50827,0001,0111,0002,0124
1047,Frohnhofstr.,406,Ossendorf,40604.0,Ossendorf-Nord,50827,0149,0215,0126,0140
1047,Frohnhofstr.,406,Ossendorf, , ,50827,,,0190,0190
4587,Frohnhofstr. (Esch),607,Esch/Auweiler,60701.0,Esch,50765,0019,0069,0002,0054
4588,Frohnhofweg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0031,0002,0020
4589,Frongasse,715,Langel,71501.0,Langel-Süd (rrh.),51143,0003,0003,0002,0012
4589,Frongasse,715,Langel, , ,51143,,,0014,0018
4590,Fronhofstr.,210,Sürth,21001.0,Sürth,50999,0001,0003,0042,0042
1048,Froschacker,604,Heimersdorf,60402.0,Heimersdorf,50767,0043,0057,,
1045,Fröscherweg,507,Bilderstöckchen, , ,50739,,,,
1049,Froschkönigweg,905,Dellbrück,90502.0,Hagedorn,51067,0001,0017,0002,0034
4591,Froschkönigweg (Hochkirchen),206,Rondorf,20602.0,Hochkirchen,50997,0001,0015,,
5862,Fuchsienweg,606,Pesch,60601.0,Pesch,50767,,,0004,0008
4592,Fuchskaule,708,Elsdorf,70801.0,Elsdorf,51145,0001,0007,,
4593,Fuchskaulenweg,208,Rodenkirchen,20802.0,Künstler-Viertel,50999,0001,0005,,
4593,Fuchskaulenweg,208,Rodenkirchen, , ,50999,,,0032,0032
1050,Fuchsstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0001,0013,0002,0024
4596,Fuchsweg,308,Lövenich,30803.0,Lövenich-Ost,50859,0001,0017,0002,0036
4598,Fuggerstr.,705,Eil,70503.0,GE Eil,51149,0001,0045,0002,0044
1060,Fuhligsweg,601,Merkenich, , ,50769,,,,
1051,Fühlinger Kirchweg,601,Merkenich,60101.0,Rheinkassel,50769,0087,0119,0060,0088
1055,Fühlinger Weg,608,Volkhoven/Weiler,60801.0,Volkhoven,50765,,,0004,0016
1055,Fühlinger Weg,608,Volkhoven/Weiler,60802.0,Weiler,50765,0005,0013,,
1061,Fuldaer Str.,804,Höhenberg,80403.0,Höhenberg,51103,0003,0019,0002,0012
1061,Fuldaer Str.,804,Höhenberg,80401.0,Germania-Siedlung,51103,0057,0103,0062,0118
1056,Fürstenbergstr.,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0029,0039,0026,0036
1057,Fürstenstr.,903,Buchheim,90302.0,Buchheim,51065,0019,0039,0026,0040
1058,Fürst-Pückler-Str.,303,Lindenthal,30301.0,Alt-Lindenthal,50935,,,0008,0036
1058,Fürst-Pückler-Str.,303,Lindenthal,30306.0,Melaten,50935,,,0040,0058a
1058,Fürst-Pückler-Str.,304,Braunsfeld,30402.0,Baumeister-Viertel,50933,0057,0065,0062,0082
1062,Further Str.,611,Roggendorf/Thenhoven,61101.0,Roggendorf,50769,0051,0083,0002,0084
1062,Further Str.,611,Roggendorf/Thenhoven,61103.0,Thenhoven,50769,0089,0101,0086,0104a
1063,Further Weg,612,Worringen,61204.0,Neu-Worringen,50769,0001,0023,,
1063,Further Weg,611,Roggendorf/Thenhoven, , ,50769,0055,0055,,
1059,Fürvelser Str.,905,Dellbrück,90508.0,Thurn,51069,0003,0047,0002,0028
1064,Fußfallstr.,806,Merheim,80601.0,Merheim,51109,0001,0097,0002,0090
1065,Fustenburgstr.,302,Sülz,30204.0,Kriel,50935,0001,0007,0002,0010
3784,Fygen-Lützenkirchen-Str.,504,Niehl,50405.0,GI Emdener Str. ,50735,,,,
1066,Gabelsbergerstr.,102,Neustadt/Süd,10204.0,Südbahnhof-Viertel,50674,0005,0053,,
5897,Gabriele-Münter-Str.,208,Rodenkirchen,20802.0,Künstler-Viertel,50999,0001,0019,0002,0006
1067,Gaedestr.,202,Marienburg,20202.0,Arnoldshöhe,50968,0007,0033,0002,0002
1069,Galileistr.,902,Buchforst,90201.0,Buchforst,51065,0001,0015,,
1069,Galileistr.,902,Buchforst,90203.0,Siedlung Weiße Stadt,51065,,,0002,0008
1068,Gänseweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0015,,
1070,Gartenstr.,501,Nippes,50102.0,Nippes,50733,0001,0023,0002,0026a
4602,Gartenstr. (Auweiler),607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0013,0004,0040
4601,Gartenstr. (Porz),703,Ensen,70301.0,Ensen,51149,0001,0029,0012,0038
4601,Gartenstr. (Porz),702,Westhoven,70202.0,Westhoven,51149,0029a,0059,0042,0076
4603,Gartenstr. (Rodenkirchen),208,Rodenkirchen,20806.0,Schillingsrott,50996,0001,0049,0002,0074
4606,Gartenweg (Weiden),307,Weiden,30701.0,Alt-Weiden,50859,0001,0031c,0002,0036
4605,Gartenweg (Zündorf),714,Zündorf,71401.0,Zündorf,51143,,,0004,0054
1071,Garthestr.,503,Riehl,50301.0,Riehl,50735,0001,0029,0002,0032
3970,Garzweilerweg,405,Bocklemünd/Mengenich,40505.0,GE Bocklemünd-West,50829,,,0050,0050
1072,Gaußstr.,901,Mülheim,90101.0,Stegerwald-Siedlung,51063,0007,0031,0002,0038
4607,Gaußstr. (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0123,,
1073,Gauweg,903,Buchheim,90303.0,Kleinherl,51067,0001,0037,0002,0026
3764,Gebrüder-Coblenz-Str.,105,Deutz,10502.0,Germanen-Viertel,50679,0001,0015,0002,0016
1074,Geestemünder Str.,504,Niehl,50405.0,GI Emdener Str.,50735,0023,0045,0002,0048
1075,Geibelstr.,303,Lindenthal,30301.0,Alt-Lindenthal,50931,0001,0033,0002,0028
3671,Geiersbergstr.,610,Blumenberg,61001.0,Siedlung Blumenberg,50765,0001,0029,0002,0080
4609,Geigensteg,707,Urbach,70701.0,Urbach,51145,,,0002,0012
1076,Geilenkircher Str.,304,Braunsfeld,30401.0,Braunsfeld,50933,0001,0045,0004,0052
1077,Geisbergstr.,301,Klettenberg,30101.0,Klettenberg,50939,0001,0139,0004,0098
1078,Geislarer Str.,701,Poll,70102.0,Poll,51105,0001,0001,0002,0006
1079,Geisselstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0001,0105,0002,0086
1080,Gelbspötterweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,,,0002,0036
1080,Gelbspötterweg,404,Vogelsang, , ,50829,,,0080,0080
1081,Geldernstr.,507,Bilderstöckchen,50705.0,GE Schlachthof-Nord,50739,0001,0043,0002,0052
1081,Geldernstr.,507,Bilderstöckchen,50703.0,Parkgürtel-Süd,50739,0047,0123,0088,0106e
1082,Geldorpstr.,501,Nippes,50102.0,Nippes,50733,0001,0011,0002,0008
1083,Geleniusstr.,303,Lindenthal,30306.0,Melaten,50931,0001,0001,0004,0004
1084,Gellertstr.,501,Nippes,50102.0,Nippes,50733,0003,0047,0004,0048
1085,Gelsenkirchener Str.,504,Niehl,50401.0,Siedlung Gelsenkirchener Str.,50735,0001,0035,0002,0042
1086,Gemarkenstr.,905,Dellbrück,90508.0,Thurn,51069,0007,0175,0002,0168
1087,Gemünder Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50937,0001,0015,0002,0014
1088,Genfer Klause,901,Mülheim,90106.0,Bruder-Klaus-Siedlung,51063,0001,0011,0002,0032
1089,Genovevastr.,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0001,0009,0002,0040
1089,Genovevastr.,901,Mülheim,90104.0,Keupstr.,51063,0063,0071,0046,0094
1090,Genter Str.,104,Neustadt/Nord,10401.0,Belgisches Viertel,50672,0001,0033,0002,0032
4610,Genter Str. (Porz),716,Finkenberg,71601.0,Siedlung Finkenberg,51149,0001,0017,0002,0022
1091,Georg-Beyer-Str.,908,Stammheim,90802.0,Siedlung Stammheim-Süd,51061,0001,0015,0002,0016
5990,Georg-Elser-Str.,711,Wahn,71101.0,Wahn,51147,0001,0005,,
1092,Georgestr.,809,Neubrück,80901.0,Bungalow-Siedlung,51109,0001,0011,0002,0008
6008,Georg-Falck-Weg,708,Elsdorf,70801.0,Elsdorf,51145,0001,0003,0002,0004
1093,Georg-Fritze-Weg,603,Seeberg,60301.0,Seeberg-Nord,50769,0001,0007,0002,0006
1094,Georg-Fuchs-Str.,506,Longerich,50602.0,Neu-Longerich,50737,0001,0021,0002,0022
1095,Georg-Kaiser-Str.,405,Bocklemünd/Mengenich,40504.0,Neu-Bocklemünd,50829,0001,0007,,
6003,Georg-Meistermann-Str.,308,Lövenich,30805.0,Siedlung Haus Közal,50859,0001,0027,0002,0028
1096,Georg-Reiter-Str.,406,Ossendorf,40604.0,Ossendorf-Nord,50827,0001,0073,0002,0036
1097,Georgsplatz,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0017,0002,0016
1098,Georgstr.,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0019a,0004,0026
4611,Georgstr. (Urbach),707,Urbach,70701.0,Urbach,51145,0001,0089,0002,0022
4612,Georgstr. (Weiß),209,Weiß,20902.0,Alt-Weiß,50999,0001,0005,0002,0006
1099,Georg-Weerth-Str.,405,Bocklemünd/Mengenich,40504.0,Neu-Bocklemünd,50829,0001,0025,0002,0058
1100,Georg-Zapf-Str.,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0019,0002,0016
1102,Geraer Str.,804,Höhenberg,80401.0,Germania-Siedlung,51103,0001,0007,0004,0004
1103,Geranienhof,603,Seeberg,60303.0,Siedlung Oranjehof,50769,0001,0005,0002,0004
1104,Geranienweg,603,Seeberg,60303.0,Siedlung Oranjehof,50769,0001,0027,0006,0024
3768,Gerbirgis-Weg,907,Dünnwald,90706.0,Siedlung Am Donewald,51069,0001,0011,0004,0020
6004,Gerd-Baukhage-Bogen,308,Lövenich,30805.0,Siedlung Haus Közal,50859,0001,0063,0002,0052
1105,Gereonsdriesch,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0003,0025,0002,0006
1106,Gereonshof,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0001,0049,0002,0040
1107,Gereonskloster,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,,,0002,0022
1108,Gereonsmühlengasse,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0001,0017,0002,0028
1109,Gereonstr.,103,Altstadt/Nord,10308.0,Andreas-Viertel,50670,0001,0047,0002,0044
1109,Gereonstr.,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0071,0073,0046,0058
1110,Gereonswall,103,Altstadt/Nord,10302.0,Eigelstein-Viertel,50668,0001,0027a,0002,0036
1110,Gereonswall,103,Altstadt/Nord,10307.0,Ursula-Viertel,50670,0031,0053,0046,0052
1110,Gereonswall,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0057,0105,0062,0136
1111,Gerhard-Bruders-Str.,406,Ossendorf,40601.0,Ossendorf,50827,0003,0005,,
3771,Gerhard-Marcks-Weg,305,Müngersdorf,30503.0,Siedlung Egelspfad,50933,0001,0003,,
1112,Gerhard-vom-Rath-Str.,203,Raderberg,20302.0,Raderberg,50968,0049,0067,0002,0014
3942,Gerhard-Wilczek-Platz,401,Ehrenfeld,40103.0,Ehrenfeld,50823,,,,
3693,Gerhard-Winkler-Hof,103,Altstadt/Nord,10309.0,Apostel-Viertel,50672,,,,
1113,Gerhart-Hauptmann-Str.,904,Holweide,90402.0,Holweide-Ost,51067,0031,0085,0002,0068
4614,Gerhart-Hauptmann-Str. (Weiden),307,Weiden,30703.0,Üsdorf,50859,0001,0027,0002,0024
1114,Gerlachstr.,809,Neubrück,80901.0,Bungalow-Siedlung,51109,0001,0021,0002,0018
4615,Germanenstr.,208,Rodenkirchen,20806.0,Schillingsrott,50996,0001,0013,0002,0002
1115,Germaniastr.,804,Höhenberg,80403.0,Höhenberg,51103,0001,0003,0004,0012
1115,Germaniastr.,903,Buchheim,90304.0,GE Germaniastr.,51065,0047,0047,0176,0180
1115,Germaniastr.,804,Höhenberg,80401.0,Germania-Siedlung,51103,,,0050,0174
4616,Germaniastr. (Porz),706,Porz,70601.0,Porz-Mitte,51143,0001,0023,0002,0020
1116,Germanicusstr.,202,Marienburg,20201.0,Marienburg,50968,0001,0005,0002,0008
6039,Germanwings-Str.,709,Grengel, , ,51147,0001,0001,0002,0008
1117,Gernotstr.,502,Mauenheim,50201.0,Nibelungen-Siedlung,50739,0001,0029,0002,0026
4618,Gernotstr. (Wahnheide),710,Wahnheide,71001.0,Wahnheide,51147,0001,0001a,0002,0006
4618,Gernotstr. (Wahnheide),710,Wahnheide, , ,51147,,,0010,0010
1118,Gernroder Weg,906,Höhenhaus,90607.0,Berliner Straße,51061,0001,0003,0002,0004
1119,Gernsheimer Str.,805,Ostheim,80503.0,Siedlung Gernsheimerstr.,51107,0001,0045,0002,0022
1120,Gerolsteiner Str.,302,Sülz,30202.0,Sülz,50937,0001,0125,0016,0130
4619,Gerolsteiner Str. (Immendorf),212,Immendorf,21201.0,Immendorf,50997,0001,0007a,0002,0010
1121,Gerstenkamp,908,Stammheim,90801.0,Siedlung Stammheim-Nord,51061,0001,0021,0002,0016
3575,Gertrud-Bollenrath-Weg,608,Volkhoven/Weiler,60802.0,Weiler,50765,0001,0009,0002,0012
4621,Gertrudenhofweg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0035,0002,0038
1122,Gertrudenstr.,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0001,0039,0002,0034
4622,Gertrudenstr. (Ensen),703,Ensen,70301.0,Ensen,51149,0001,0025,0004,0024
4623,Gertrudenstr. (Immendorf),212,Immendorf,21201.0,Immendorf,50997,0001,0033,0004,0034
4625,Gertrudisstr.,307,Weiden,30703.0,Üsdorf,50859,0001,0045,0004a,0062c
4625,Gertrudisstr.,307,Weiden, , ,50859,,,0076,0076
6088,Gertrud-Luckner-Karree,805,Ostheim, , ,51107,0081,0081,0002,0008
3755,Gertrud-Robertz-Platz,507,Bilderstöckchen,50701.0,Bilderstöckchen,50739,,,,
3833,Geschwister-Katz-Str.,802,Kalk,80202.0,GE Kalk,51103,,,,
1123,Geschwister-Scholl-Str.,506,Longerich,50602.0,Neu-Longerich,50739,0001,0029,0002,0024
1124,Geselinusweg,907,Dünnwald, , ,51069,,,,
3593,Getreideweg,305,Müngersdorf,30503.0,Siedlung Egelspfad,50933,0001,0009,0002,0030
1125,Geyergasse,103,Altstadt/Nord,10306.0,Martins-Viertel,50667,,,,
1126,Gierather Str.,905,Dellbrück,90504.0,Strunden,51069,0001,0137,0010,0122
1126,Gierather Str.,905,Dellbrück, , ,51069,0139,0139,,
1127,Gierkestr.,504,Niehl,50407.0,Ford-Siedlung,50735,0011,0063,0012,0066
3462,Giershausener Weg,604,Heimersdorf,60402.0,Heimersdorf,50767,0001,0013,,
3462,Giershausener Weg,604,Heimersdorf,60403.0,Baum-Siedlung,50767,0015,0021,,
4627,Giesdorfer Allee,212,Immendorf,21201.0,Immendorf,50997,0001,0025,0002,0042
4627,Giesdorfer Allee,212,Immendorf, , ,50997,,,0100,0100
4628,Giesdorfer Str.,206,Rondorf,20601.0,Rondorf,50997,0001,0011,0002,0040
4628,Giesdorfer Str.,206,Rondorf,20607.0,Rondorf-Ost,50997,0017,0035,0042,0068
1128,Gießener Str.,105,Deutz,10506.0,Fachhochschule Deutz,50679,0001,0031,0002,0032b
1128,Gießener Str.,801,Humboldt/Gremberg,80101.0,Humboldt,51105,0039,0097,0038,0178
1129,Gilbachstr.,104,Neustadt/Nord,10402.0,Stadtgarten-Viertel,50672,0001,0033,0018,0034
4629,Gilessenhof,212,Immendorf, , ,50997,,,0000,
4630,Gilgaustr.,703,Ensen,70301.0,Ensen,51149,0003,0089,0006,0084
4632,Gilsonstr.,708,Elsdorf,70801.0,Elsdorf,51145,0009,0123,0014,0096
1130,Gimborner Weg,906,Höhenhaus,90603.0,Höhenhaus,51061,0001,0011,0002,0030
1131,Ginsterpfad,505,Weidenpesch,50502.0,Weidenpesch,50737,0001,0029,,
1131,Ginsterpfad,505,Weidenpesch,50504.0,Merheim (lrh.),50737,,,0002,0064
1131,Ginsterpfad,505,Weidenpesch,50506.0,Am Ginsterpfad,50737,0047,0071,0072,0098
4633,Ginsterweg (Heumar),808,Rath/Heumar,80804.0,Siedlung Röttgen,51107,0001,0021,0002,0026
4634,Ginsterweg (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0015,0002,0022
1132,Girlitzweg,404,Vogelsang,40403.0,GE Vogelsang,50829,0001,0047,0018,0030
1133,Gisbertstr.,908,Stammheim,90803.0,Stammheim,51061,0001,0117,0008,0106
1134,Giselherstr.,502,Mauenheim,50201.0,Nibelungen-Siedlung,50739,0001,0021,0002,0020
4635,Giselherweg,710,Wahnheide,71001.0,Wahnheide,51147,0019,0029,0002,0026
1135,Gladbacher Str.,104,Neustadt/Nord,10402.0,Stadtgarten-Viertel,50672,0001,0047,,
1135,Gladbacher Str.,104,Neustadt/Nord,10404.0,Media-Park,50672,,,0014,0050
1136,Gladbacher Wall,104,Neustadt/Nord,10403.0,Agnes-Viertel,50670,0001,0003,0002,0002a
1136,Gladbacher Wall,104,Neustadt/Nord, , ,50670,0005,0013,0006,0100
1137,Gladiolenweg,603,Seeberg,60303.0,Siedlung Oranjehof,50769,0001,0017,0002,0016
6025,Glasbläserweg,706,Porz,70605.0,GI Porz,51143,0001,0003,0002,0046
4636,Glashüttenstr.,706,Porz,70601.0,Porz-Mitte,51143,0001,0025,0002,0030
6028,Glaskeramikweg,706,Porz,70605.0,GI Porz,51143,0001,0015,0002,0036
6030,Glasperlenweg,706,Porz,70605.0,GI Porz,51143,,,,
1138,Glasstr.,401,Ehrenfeld,40103.0,Ehrenfeld,50823,0007,0091,0002,0090
4637,Glasstr. (Porz),706,Porz,70605.0,GI Porz,51143,0001,0035,,
4637,Glasstr. (Porz),706,Porz,70601.0,Porz-Mitte,51143,,,0002,0050
1139,Glatzer Str.,907,Dünnwald,90701.0,Oststraßen-Siedlung,51069,0001,0047,0002,0040
1140,Glehner Weg,612,Worringen,61201.0,Alt-Worringen,50769,0001,0023,0002,0006
3517,Gleiwitzer Str.,903,Buchheim,90301.0,Siedlung Buchheim,51065,0001,0017,,
1141,Glesser Str.,305,Müngersdorf,30501.0,Alt-Müngersdorf,50933,,,0002,0006
1142,Gleueler Str.,303,Lindenthal,30302.0,Uni-Viertel,50931,,,0002,0104
1142,Gleueler Str.,303,Lindenthal,30301.0,Alt-Lindenthal,50931,0041,0179,,
1142,Gleueler Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50931,,,0106,0106
1142,Gleueler Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0187,0267,0112,0268
1142,Gleueler Str.,303,Lindenthal,30305.0,Deckstein,50935,0269,0373a,0270,0324
1142,Gleueler Str.,303,Lindenthal, , ,50935,0379,0379,,
1142,Gleueler Str.,302,Sülz, , ,50937,,,,
1142,Gleueler Str.,306,Junkersdorf, , ,50858,,,,
3682,Glockenblumenweg,906,Höhenhaus,90605.0,Siedlung Goldregenweg,51061,0041,0089,0002,0096
1143,Glockengasse,103,Altstadt/Nord,10305.0,City,50667,0001,0011,0002a,0002a
1143,Glockengasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,,,0004,0068
1143,Glockengasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0025,0037,0002,0002
4638,Glockengasse (Urbach),707,Urbach,70701.0,Urbach,51145,,,0002,0012
1144,Gloedenstr.,506,Longerich,50602.0,Neu-Longerich,50737,0001,0035,0002,0024
1145,Glogauer Str.,907,Dünnwald,90701.0,Oststraßen-Siedlung,51069,0001,0041,0002,0038
1146,Glücksburgstr.,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0001,0027,0002,0028
1147,Glückstadter Str.,402,Neuehrenfeld,40201.0,Siedlung Takufeld,50825,,,0002,0016
1148,Gnauthstr.,906,Höhenhaus,90604.0,Siedlung Emberg,51061,0001,0005,0002,0040
1149,Gneisenaustr.,501,Nippes,50102.0,Nippes,50733,0001,0025,0002,0016
4639,Gneisenaustr. (Rodenkirchen),208,Rodenkirchen,20804.0,Auenviertel,50996,0001,0039,0002,0036
1150,Gocher Str.,501,Nippes,50102.0,Nippes,50733,0001,0047,0002,0044
1154,Göddestr.,903,Buchheim,90303.0,Kleinherl,51067,,,0002,0052
1151,Godesberger Str.,202,Marienburg,20201.0,Marienburg,50968,0003,0011,0008,0010
4641,Godorfer Hauptstr.,211,Godorf,21101.0,Godorf,50997,0027,0151,0024,0134
4641,Godorfer Hauptstr.,211,Godorf,21102.0,GI Godorf-Ost,50997,0171,0175,0144,0186
4643,Godorfer Str. (Immendorf),212,Immendorf,21201.0,Immendorf,50997,0001,0019a,0002,0058
4643,Godorfer Str. (Immendorf),212,Immendorf,21203.0,Vogelsacker,50997,0029,0061,,
1153,Goebenstr.,104,Neustadt/Nord,10402.0,Stadtgarten-Viertel,50672,0001,0009,0010,0016
1158,Goethestr.,202,Marienburg,20201.0,Marienburg,50968,0003,0083,0002,0084
4645,Goethestr. (Porz),706,Porz,70601.0,Porz-Mitte,51143,0001,0021,0002,0026
4647,Goethestr. (Weiden),307,Weiden,30701.0,Alt-Weiden,50858,0001,0043,0002,0060
1160,Goffineweg,907,Dünnwald,90703.0,Siedlung Klosterhof,51069,0001,0049,,
1160,Goffineweg,907,Dünnwald, , ,51069,,,0050,0050
1161,Gohrer Weg,612,Worringen,61201.0,Alt-Worringen,50769,0001,0003,0010,0024
1161,Gohrer Weg,612,Worringen,61204.0,Neu-Worringen,50769,0013,0067,0032,0088
1162,Goldammerweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0009,0002g,0002g
1162,Goldammerweg,404,Vogelsang,40401.0,Siedlung Neu-Vogelsang,50829,,,0004,0056
1162,Goldammerweg,404,Vogelsang,40401.0,Siedlung Neu-Vogelsang,50829,0011,0361,0002,0002
